opponent,playerFullName,G_num_median,G_num_mean,GS_num_median,GS_num_mean,BA_num_median,BA_num_mean,OBP_num_median,OBP_num_mean,SLG_num_median,SLG_num_mean,P_num_median,P_num_mean,PA_num_median,PA_num_mean,AB_num_median,AB_num_mean,H_num_median,H_num_mean,1B_num_median,1B_num_mean,2B_num_median,2B_num_mean,3B_num_median,3B_num_mean,HR_num_median,HR_num_mean,R_num_median,R_num_mean,RBI_num_median,RBI_num_mean,BB_num_median,BB_num_mean,K_num_median,K_num_mean,HBP_num_median,HBP_num_mean,SB_num_median,SB_num_mean,CS_num_median,CS_num_mean,XBH_num_median,XBH_num_mean,TB_num_median,TB_num_mean,GDP_num_median,GDP_num_mean,SF_num_median,SF_num_mean,SH_num_median,SH_num_mean,playerImage,currentTeamName,teamImage
AZ,Masataka Yoshida,1,1,1,1,0.667,0.4446666666666667,0.75,0.5,0.667,0.4446666666666667,18,18.666666666666668,4,4.333333333333333,3,3.6666666666666665,2,1.3333333333333333,2,1.3333333333333333,0,0,0,0,0,0,0,0.33333333333333337,0,0,1,0.6666666666666666,1,1.3333333333333333,0,0,0,0,0,0,0,0,2,1.3333333333333333,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/807799@2x.png,Boston Red Sox,https://www.mlbstatic.com/team-logos/111.svg
AZ,J.P. Crawford,1,1,1,1,0.333,0.4166666666666667,0.6,0.6,0.5,0.9443333333333334,23,24.666666666666668,5,5,3,3.3333333333333335,1,1.3333333333333333,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0.33333333333333337,1,1.3333333333333333,0,0.33333333333333337,2,1.6666666666666667,1,1,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/641487@2x.png,Seattle Mariners,https://www.mlbstatic.com/team-logos/136.svg
AZ,Alex Bregman,1,1,1,1,0.5,0.4166666666666667,0.5,0.4166666666666667,0.5,0.9166666666666666,16,15,4,4,4,4,2,1.6666666666666667,0,0.6666666666666667,0,0.33333333333333337,0,0.33333333333333337,0,0.33333333333333337,1,1,0,0.6666666666666667,0,0,1,0.6666666666666666,0,0,0,0,0,0,1,1,2,3.6666666666666665,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/608324@2x.png,Houston Astros,https://www.mlbstatic.com/team-logos/117.svg
AZ,Alex Verdugo,1,1,1,1,0.4,0.3333333333333333,0.5,0.5,0.4,0.4,20,18.333333333333332,5,4.666666666666667,5,4,2,1.6666666666666667,2,1.3333333333333333,0,0.33333333333333337,0,0,0,0,0,0.33333333333333337,1,0.6666666666666666,0,0.6666666666666667,1,1,0,0,0,0,0,0.33333333333333337,0,0.33333333333333337,2,2,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/657077@2x.png,New York Yankees,https://www.mlbstatic.com/team-logos/111.svg
AZ,Bryson Stott,1,1,1,0.8571428571428571,0.4,0.3832857142857143,0.5,0.40714285714285714,0.75,0.769,16,16.571428571428573,4,4.142857142857143,4,4,1,1.5714285714285714,1,1,0,0,0,0.14285714285714288,0,0.42857142857142855,1,1,1,0.7142857142857143,0,0.14285714285714288,1,0.7142857142857142,0,0,0,0.14285714285714288,0,0,1,0.5714285714285714,3,3.142857142857143,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/681082@2x.png,Philadelphia Phillies,https://www.mlbstatic.com/team-logos/143.svg
AZ,Daulton Varsho,1,1,1,0.6666666666666666,0.333,0.44433333333333336,0.5,0.5,0.333,0.44433333333333336,16,13.333333333333334,4,3,3,2.6666666666666665,1,0.6666666666666666,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.33333333333333337,0,0,0,1,0,0.33333333333333337,0,0,0,0,0,0,1,0.6666666666666666,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/662139@2x.png,Toronto Blue Jays,https://www.mlbstatic.com/team-logos/141.svg
AZ,Freddie Freeman,1,1,1,1,0.4,0.391,0.5,0.42946153846153845,0.667,0.641,17,17.076923076923077,5,4.461538461538462,4,4.153846153846154,2,1.6153846153846154,1,0.923076923076923,0,0.4615384615384615,0,0,0,0.23076923076923075,1,0.9230769230769231,0,0.46153846153846145,0,0.3076923076923077,0,0.38461538461538464,0,0,0,0,0,0.07692307692307693,0,0.6923076923076923,2,2.769230769230769,0,0.07692307692307693,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/518692@2x.png,Los Angeles Dodgers,https://www.mlbstatic.com/team-logos/119.svg
AZ,Isaac Paredes,1,1,1,1,0.333,0.361,0.5,0.5,0.333,0.5276666666666667,19,19.333333333333332,4,4,3,3.3333333333333335,1,1.3333333333333333,1,0.6666666666666666,0,0.6666666666666667,0,0,0,0,0,0.33333333333333337,0,0,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.6666666666666667,1,2,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/670623@2x.png,Tampa Bay Rays,https://www.mlbstatic.com/team-logos/139.svg
AZ,José Abreu,1,1,1,1,0.333,0.361,0.5,0.4166666666666667,0.667,0.8056666666666666,15,15.666666666666666,4,4,4,3.6666666666666665,1,1.3333333333333333,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0.33333333333333337,0,0.6666666666666667,2,1.6666666666666667,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0,0,0,1,1,2,3,0,0.33333333333333337,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/547989@2x.png,Houston Astros,https://www.mlbstatic.com/team-logos/117.svg
AZ,Nico Hoerner,1,1,1,1,0.333,0.32371428571428573,0.5,0.39585714285714285,0.333,0.35942857142857143,11,14.285714285714286,4,4.571428571428571,4,4,1,1.2857142857142858,1,1.1428571428571428,0,0.14285714285714288,0,0,0,0,1,0.7142857142857143,0,0.28571428571428575,0,0.42857142857142855,0,0.42857142857142855,0,0.14285714285714288,0,0.42857142857142855,0,0,0,0.14285714285714288,1,1.4285714285714286,0,0.2857142857142857,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/663538@2x.png,Chicago Cubs,https://www.mlbstatic.com/team-logos/112.svg
BAL,Will Smith,1,1,1,1,0.667,0.667,0.75,0.7223333333333334,0.833,0.8333333333333334,20,20,4,4.666666666666667,3,4,2,2.6666666666666665,2,2,1,0.6666666666666666,0,0,0,0,1,1,1,1,1,0.6666666666666666,0,0,0,0,0,0,0,0,1,0.6666666666666666,3,3.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/669257@2x.png,Los Angeles Dodgers,https://www.mlbstatic.com/team-logos/119.svg
BAL,Fernando Tatis Jr.,1,1,1,1,0.6,0.5609999999999999,0.6,0.6166666666666667,0.75,0.6276666666666667,15,13.666666666666666,4,4.333333333333333,4,4,3,2.3333333333333335,2,2,0,0.33333333333333337,0,0,0,0,1,1,0,0.33333333333333337,0,0.33333333333333337,1,1.3333333333333333,0,0,1,1,0,0,0,0.33333333333333337,3,2.6666666666666665,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/665487@2x.png,San Diego Padres,https://www.mlbstatic.com/team-logos/135.svg
BAL,Freddie Freeman,1,1,1,1,0.6,0.45,0.6,0.5609999999999999,1,0.7333333333333333,19,20.333333333333332,5,5,4,4,3,2,1,1,1,0.6666666666666666,0,0.33333333333333337,0,0,2,2,0,0.33333333333333337,1,0.6666666666666666,0,0.33333333333333337,0,0.33333333333333337,0,0,0,0,1,1,4,3.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/518692@2x.png,Los Angeles Dodgers,https://www.mlbstatic.com/team-logos/119.svg
BAL,Alec Bohm,1,1,1,0.6666666666666666,0.5,0.5833333333333334,0.5,0.5833333333333334,0.75,0.6666666666666666,12,12,4,3,4,3,1,1.3333333333333333,1,1,0,0.33333333333333337,0,0,0,0,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,0,0,0,0,0,0.33333333333333337,1,1.6666666666666667,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/664761@2x.png,Philadelphia Phillies,https://www.mlbstatic.com/team-logos/143.svg
BAL,Brandon Nimmo,1,1,1,0.6666666666666666,0,0.16666666666666669,0.5,0.389,0,0.25,14,10.666666666666666,3,2.6666666666666665,1,2,0,0.6666666666666667,0,0.33333333333333337,0,0.33333333333333337,0,0,0,0,1,0.6666666666666666,0,0,0,0.6666666666666667,0,0.6666666666666667,0,0,0,0,0,0,0,0.33333333333333337,0,1,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/607043@2x.png,New York Mets,https://www.mlbstatic.com/team-logos/121.svg
BAL,Bryce Harper,1,1,1,1,0.5,0.4166666666666667,0.5,0.4166666666666667,0.5,0.6666666666666666,11,10,4,4,4,4,2,1.6666666666666667,1,1.3333333333333333,0,0,0,0,0,0.33333333333333337,0,0.6666666666666667,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.33333333333333337,2,2.6666666666666665,0,0.33333333333333337,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/547180@2x.png,Philadelphia Phillies,https://www.mlbstatic.com/team-logos/143.svg
BAL,Christian Walker,1,1,1,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,1.25,1.0833333333333333,6,7.333333333333333,2,2.6666666666666665,2,2.3333333333333335,1,1,0,0.33333333333333337,0,0,0,0,1,0.6666666666666666,1,0.6666666666666666,1,1,0,0,0,0.33333333333333337,0,0.33333333333333337,0,0,0,0,1,0.6666666666666666,4,3,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/572233@2x.png,Arizona Diamondbacks,https://www.mlbstatic.com/team-logos/109.svg
BAL,Christian Yelich,1,1,1,1,0.333,0.4276666666666667,0.5,0.5,0.667,0.7056666666666667,18,18.333333333333332,5,4.666666666666667,4,4,1,1.6666666666666667,1,0.6666666666666666,1,1,0,0,0,0,1,0.6666666666666666,0,0,1,0.6666666666666666,1,1.3333333333333333,0,0,0,0.6666666666666667,0,0,1,1,2,2.6666666666666665,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/592885@2x.png,Milwaukee Brewers,https://www.mlbstatic.com/team-logos/158.svg
BAL,Elias Díaz,1,1,1,0.6666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,0.75,0.5,9,7.333333333333333,4,3,4,3,2,1.3333333333333333,1,0.6666666666666666,1,0.6666666666666666,0,0,0,0,0,0.33333333333333337,1,1,0,0,0,0.33333333333333337,0,0,0,0,0,0,1,0.6666666666666666,3,2,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/553869@2x.png,Colorado Rockies,https://www.mlbstatic.com/team-logos/115.svg
BAL,Francisco Lindor,1,1,1,1,0.5,0.5,0.5,0.5556666666666666,0.75,0.6943333333333334,17,16.666666666666668,4,3.6666666666666665,3,3.3333333333333335,2,1.6666666666666667,1,1,1,0.6666666666666666,0,0,0,0,0,0.33333333333333337,0,0.6666666666666667,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0.33333333333333337,0,0.33333333333333337,1,0.6666666666666666,3,2.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/596019@2x.png,New York Mets,https://www.mlbstatic.com/team-logos/121.svg
BOS,Bryan Reynolds,1,1,1,1,0.6,0.5609999999999999,0.6,0.5833333333333334,1.75,1.4056666666666666,16,15.333333333333334,5,4.666666666666667,4,4,3,2.3333333333333335,1,0.6666666666666666,1,0.6666666666666666,0,0,1,1,1,1.6666666666666667,2,1.6666666666666667,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0.33333333333333337,0,0,2,1.6666666666666667,7,6,0,0,0,0.33333333333333337,0,0,https://content.mlb.com/images/headshots/current/60x60/668804@2x.png,Pittsburgh Pirates,https://www.mlbstatic.com/team-logos/134.svg
BOS,Freddie Freeman,1,1,1,1,0.6,0.4666666666666667,0.6,0.6,1,0.6666666666666666,16,17.666666666666668,5,5,5,4.333333333333333,3,2.3333333333333335,1,1.3333333333333333,1,1,0,0,0,0,1,1.3333333333333333,0,0.33333333333333337,0,0.6666666666666667,1,1,0,0,0,0,0,0,1,1,5,3.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/518692@2x.png,Los Angeles Dodgers,https://www.mlbstatic.com/team-logos/119.svg
BOS,Ryan McMahon,1,1,1,1,0.333,0.44433333333333336,0.6,0.65,1,0.889,15,16,5,4.666666666666667,3,3,1,1.3333333333333333,0,0.33333333333333337,1,0.6666666666666666,0,0.33333333333333337,0,0,1,1.3333333333333333,0,0.33333333333333337,2,1.6666666666666667,0,0.33333333333333337,0,0,0,0,0,0,1,1,3,2.6666666666666665,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/641857@2x.png,Colorado Rockies,https://www.mlbstatic.com/team-logos/115.svg
BOS,Eugenio Suárez,1,1,1,1,0.5,0.4166666666666667,0.55,0.5083333333333333,0.75,0.7083333333333334,15.5,17.5,4,4.333333333333333,4,3.6666666666666665,1.5,1.5,1,1,0,0.16666666666666669,0,0,0,0.33333333333333337,1,0.8333333333333333,1,1.1666666666666667,0.5,0.6666666666666667,1,1.3333333333333333,0,0,0,0.16666666666666669,0,0,0.5,0.5,2.5,2.6666666666666665,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/553993@2x.png,Arizona Diamondbacks,https://www.mlbstatic.com/team-logos/136.svg
BOS,Alec Bohm,1,1,1,1,0.333,0.2776666666666667,0.5,0.3333333333333333,0.333,0.2776666666666667,14,14.333333333333334,4,4,4,3.6666666666666665,1,1,1,1,0,0,0,0,0,0,0,0.33333333333333337,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/664761@2x.png,Philadelphia Phillies,https://www.mlbstatic.com/team-logos/143.svg
BOS,Brandon Drury,1,1,1,1,0.333,0.3808571428571429,0.5,0.4167142857142857,0.333,0.488,13,12,4,3.7142857142857144,3,3.142857142857143,1,1,1,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,0.2857142857142857,0,0.2857142857142857,0,0.8571428571428571,0,0.14285714285714288,0,0,0,0.14285714285714288,0,0.2857142857142857,1,1.2857142857142858,0,0,0,0.14285714285714288,0,0,https://content.mlb.com/images/headshots/current/60x60/592273@2x.png,Los Angeles Angels,https://www.mlbstatic.com/team-logos/108.svg
BOS,CJ Abrams,1,1,1,0.6666666666666666,NA,NA,0.5,0.5,NA,NA,18,14.333333333333334,4,3,3,2.3333333333333335,0,0.33333333333333337,0,0.33333333333333337,0,0,0,0,0,0,0,0.33333333333333337,0,0,0,0.33333333333333337,1,0.6666666666666666,0,0.33333333333333337,1,1.3333333333333333,0,0,0,0,0,0.33333333333333337,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/682928@2x.png,Washington Nationals,https://www.mlbstatic.com/team-logos/120.svg
BOS,Cal Raleigh,1,1,1,1,0.333,0.336,0.5,0.49166666666666664,0.8335,0.9666666666666667,17.5,18.166666666666668,4,4.333333333333333,3.5,3.5,1,1.3333333333333333,0,0.33333333333333337,0,0.16666666666666666,0,0,0.5,0.8333333333333333,1,1.3333333333333333,1,1.3333333333333335,0.5,0.8333333333333333,1,0.6666666666666666,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/663728@2x.png,Seattle Mariners,https://www.mlbstatic.com/team-logos/136.svg
BOS,Christian Yelich,1,1,1,1,0.333,0.361,0.5,0.4166666666666667,0.333,0.44433333333333336,22,19.666666666666668,4,4,4,3.6666666666666665,1,1.3333333333333333,1,1,0,0.33333333333333337,0,0,0,0,1,1,1,1,0,0.33333333333333337,0,0.6666666666666667,0,0,0,0.33333333333333337,0,0,0,0.33333333333333337,1,1.6666666666666667,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/592885@2x.png,Milwaukee Brewers,https://www.mlbstatic.com/team-logos/158.svg
BOS,Cody Bellinger,1,1,1,1,0.5,0.3333333333333333,0.5,0.36666666666666664,1.25,1.0833333333333333,13,14.666666666666666,4,4,4,3.6666666666666665,2,1.3333333333333333,0,0.33333333333333337,0,0,0,0,1,1,2,1.3333333333333333,2,2,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0,0,0,1,1,5,4.333333333333333,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/641355@2x.png,Chicago Cubs,https://www.mlbstatic.com/team-logos/112.svg
CHC,Pete Alonso,1,1,1,1,0.4165,0.5276666666666667,0.625,0.6055,1.6665,1.5693333333333332,16.5,17.166666666666668,4,4.166666666666667,3,3,1,1.5,0.5,0.5,0,0,0,0,1,1,1,1.1666666666666667,2,2.3333333333333335,0.5,0.8333333333333333,0,0.16666666666666669,0,0.33333333333333337,0,0.33333333333333337,0,0,1,1,4,4.5,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/624413@2x.png,New York Mets,https://www.mlbstatic.com/team-logos/121.svg
CHC,Austin Hays,1,1,1,1,0.5,0.5833333333333334,0.6,0.6333333333333333,0.5,0.6666666666666666,13,13.666666666666666,5,4.666666666666667,4,4,2,2.3333333333333335,2,2,0,0.33333333333333337,0,0,0,0,1,0.6666666666666666,0,0.6666666666666667,0,0.33333333333333337,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0.33333333333333337,2,2.6666666666666665,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/669720@2x.png,Baltimore Orioles,https://www.mlbstatic.com/team-logos/110.svg
CHC,Corey Seager,1,1,1,1,0.5,0.4166666666666667,0.6,0.5833333333333334,0.75,0.75,15,16,5,4.666666666666667,4,3.3333333333333335,1,1.3333333333333333,0,0.33333333333333337,1,1,0,0,0,0,0,0.33333333333333337,0,0.33333333333333337,1,1.3333333333333333,1,0.6666666666666666,0,0,0,0,0,0,1,1,2,2.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/608369@2x.png,Texas Rangers,https://www.mlbstatic.com/team-logos/140.svg
CHC,Ty France,1,1,1,1,0.5,0.48333333333333334,0.6,0.5333333333333333,0.5,0.55,20,18.333333333333332,5,5,4,4.333333333333333,2,2,2,1.6666666666666667,0,0.33333333333333337,0,0,0,0,1,1.3333333333333333,1,1,1,0.6666666666666666,0,0.6666666666666667,0,0,0,0,0,0,0,0.33333333333333337,2,2.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/664034@2x.png,Seattle Mariners,https://www.mlbstatic.com/team-logos/136.svg
CHC,Ronald Acuña Jr.,1,1,1,1,0.45,0.44716666666666666,0.55,0.49166666666666664,0.675,0.6805,13.5,14.833333333333334,5,4.666666666666667,4.5,4.333333333333333,2,2,1.5,1.5,0,0.16666666666666666,0,0.16666666666666669,0,0.16666666666666666,1,0.8333333333333333,1,1.1666666666666667,0,0,0.5,0.5,0,0.33333333333333337,0.5,0.6666666666666667,0,0.16666666666666669,0.5,0.5,3,3,0,0.16666666666666669,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/660670@2x.png,Atlanta Braves,https://www.mlbstatic.com/team-logos/144.svg
CHC,Luis Arraez,1,1,1,1,0.4165,0.4638333333333333,0.5415,0.5221666666666667,0.4165,0.4638333333333333,18,17,4,4.5,4,3.6666666666666665,1,1.6666666666666667,1,1.6666666666666667,0,0,0,0,0,0,0,0.5,0,0.3333333333333333,0.5,0.5,0.5,0.5,0,0.16666666666666669,0,0,0,0,0,0,1,1.6666666666666667,0,0,0,0.16666666666666666,0,0,https://content.mlb.com/images/headshots/current/60x60/650333@2x.png,Miami Marlins,https://www.mlbstatic.com/team-logos/146.svg
CHC,Alex Bregman,1,1,1,1,0.5,0.4166666666666667,0.5,0.6,1.25,1,13,14,4,4.333333333333333,4,3,2,1.6666666666666667,1,0.6666666666666666,0,0.33333333333333337,0,0,1,0.6666666666666666,1,1.6666666666666667,2,1.6666666666666667,1,0.6666666666666666,0,0.33333333333333337,0,0.33333333333333337,0,0,0,0,1,1,5,4,0,0,0,0.33333333333333337,0,0,https://content.mlb.com/images/headshots/current/60x60/608324@2x.png,Houston Astros,https://www.mlbstatic.com/team-logos/117.svg
CHC,Andrés Giménez,1,1,1,1,0.333,0.2776666666666667,0.5,0.36666666666666664,0.333,0.611,20,18.333333333333332,4,4.333333333333333,4,3.6666666666666665,1,1,0,0.33333333333333337,0,0.33333333333333337,0,0,0,0.33333333333333337,1,1.3333333333333333,1,1,0,0.33333333333333337,0,0.6666666666666667,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0.6666666666666667,1,2.3333333333333335,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/665926@2x.png,Cleveland Guardians,https://www.mlbstatic.com/team-logos/114.svg
CHC,Bobby Witt Jr.,1,1,1,1,0.5,0.45,0.5,0.45,0.6,0.7,16,15.666666666666666,4,4.333333333333333,4,4.333333333333333,2,2,1,1.6666666666666667,0,0,0,0,0,0.33333333333333337,1,1.3333333333333333,1,1,0,0,1,0.6666666666666666,0,0,1,1,0,0,0,0.33333333333333337,3,3,0,0,0,0,0,0,https://content.mlb.com/images/headshots/current/60x60/677951@2x.png,Kansas City Royals,https://www.mlbstatic.com/team-logos/118.svg
